FACT_SALES_ID,INVOICE_ID,CUSTOMER_ID,TRACK_ID,INVOICE_DATE_KEY,UNIT_PRICE,QUANTITY,EXTENDED_AMOUNT
115,22,57,698,20210404,0.99,1,0.99
116,22,57,700,20210404,0.99,1,0.99
117,23,59,702,20210405,0.99,1,0.99
118,23,59,704,20210405,0.99,1,0.99
119,23,59,706,20210405,0.99,1,0.99
120,23,59,708,20210405,0.99,1,0.99
121,24,4,712,20210406,0.99,1,0.99
122,24,4,716,20210406,0.99,1,0.99
123,24,4,720,20210406,0.99,1,0.99
124,24,4,724,20210406,0.99,1,0.99
125,24,4,728,20210406,0.99,1,0.99
126,24,4,732,20210406,0.99,1,0.99
127,25,10,738,20210409,0.99,1,0.99
128,25,10,744,20210409,0.99,1,0.99
129,25,10,750,20210409,0.99,1,0.99
130,25,10,756,20210409,0.99,1,0.99
131,25,10,762,20210409,0.99,1,0.99
132,25,10,768,20210409,0.99,1,0.99
133,25,10,774,20210409,0.99,1,0.99
134,25,10,780,20210409,0.99,1,0.99
135,25,10,786,20210409,0.99,1,0.99
136,26,19,795,20210414,0.99,1,0.99
137,26,19,804,20210414,0.99,1,0.99
138,26,19,813,20210414,0.99,1,0.99
139,26,19,822,20210414,0.99,1,0.99
140,26,19,831,20210414,0.99,1,0.99
141,26,19,840,20210414,0.99,1,0.99
142,26,19,849,20210414,0.99,1,0.99
143,26,19,858,20210414,0.99,1,0.99
144,26,19,867,20210414,0.99,1,0.99
145,26,19,876,20210414,0.99,1,0.99
146,26,19,885,20210414,0.99,1,0.99
147,26,19,894,20210414,0.99,1,0.99
148,26,19,903,20210414,0.99,1,0.99
149,26,19,912,20210414,0.99,1,0.99
150,27,33,926,20210422,0.99,1,0.99
151,28,34,927,20210505,0.99,1,0.99
152,28,34,928,20210505,0.99,1,0.99
153,29,36,930,20210505,0.99,1,0.99
154,29,36,932,20210505,0.99,1,0.99
155,30,38,934,20210506,0.99,1,0.99
156,30,38,936,20210506,0.99,1,0.99
157,30,38,938,20210506,0.99,1,0.99
158,30,38,940,20210506,0.99,1,0.99
159,31,42,944,20210507,0.99,1,0.99
160,31,42,948,20210507,0.99,1,0.99
161,31,42,952,20210507,0.99,1,0.99
162,31,42,956,20210507,0.99,1,0.99
163,31,42,960,20210507,0.99,1,0.99
164,31,42,964,20210507,0.99,1,0.99
165,32,48,970,20210510,0.99,1,0.99
166,32,48,976,20210510,0.99,1,0.99
167,32,48,982,20210510,0.99,1,0.99
168,32,48,988,20210510,0.99,1,0.99
169,32,48,994,20210510,0.99,1,0.99
170,32,48,1000,20210510,0.99,1,0.99
171,32,48,1006,20210510,0.99,1,0.99
172,32,48,1012,20210510,0.99,1,0.99
173,32,48,1018,20210510,0.99,1,0.99
174,33,57,1027,20210515,0.99,1,0.99
175,33,57,1036,20210515,0.99,1,0.99
176,33,57,1045,20210515,0.99,1,0.99
177,33,57,1054,20210515,0.99,1,0.99
178,33,57,1063,20210515,0.99,1,0.99
179,33,57,1072,20210515,0.99,1,0.99
180,33,57,1081,20210515,0.99,1,0.99
181,33,57,1090,20210515,0.99,1,0.99
182,33,57,1099,20210515,0.99,1,0.99
183,33,57,1108,20210515,0.99,1,0.99
184,33,57,1117,20210515,0.99,1,0.99
185,33,57,1126,20210515,0.99,1,0.99
186,33,57,1135,20210515,0.99,1,0.99
187,33,57,1144,20210515,0.99,1,0.99
188,34,12,1158,20210523,0.99,1,0.99
189,35,13,1159,20210605,0.99,1,0.99
190,35,13,1160,20210605,0.99,1,0.99
191,36,15,1162,20210605,0.99,1,0.99
192,36,15,1164,20210605,0.99,1,0.99
193,37,17,1166,20210606,0.99,1,0.99
194,37,17,1168,20210606,0.99,1,0.99
195,37,17,1170,20210606,0.99,1,0.99
196,37,17,1172,20210606,0.99,1,0.99
197,38,21,1176,20210607,0.99,1,0.99
198,38,21,1180,20210607,0.99,1,0.99
199,38,21,1184,20210607,0.99,1,0.99
200,38,21,1188,20210607,0.99,1,0.99
201,38,21,1192,20210607,0.99,1,0.99
202,38,21,1196,20210607,0.99,1,0.99
203,39,27,1202,20210610,0.99,1,0.99
204,39,27,1208,20210610,0.99,1,0.99
205,39,27,1214,20210610,0.99,1,0.99
206,39,27,1220,20210610,0.99,1,0.99
207,39,27,1226,20210610,0.99,1,0.99
208,39,27,1232,20210610,0.99,1,0.99
209,39,27,1238,20210610,0.99,1,0.99
210,39,27,1244,20210610,0.99,1,0.99
211,39,27,1250,20210610,0.99,1,0.99
212,40,36,1259,20210615,0.99,1,0.99
213,40,36,1268,20210615,0.99,1,0.99
214,40,36,1277,20210615,0.99,1,0.99
215,40,36,1286,20210615,0.99,1,0.99
216,40,36,1295,20210615,0.99,1,0.99
217,40,36,1304,20210615,0.99,1,0.99
218,40,36,1313,20210615,0.99,1,0.99
219,40,36,1322,20210615,0.99,1,0.99
220,40,36,1331,20210615,0.99,1,0.99
221,40,36,1340,20210615,0.99,1,0.99
222,40,36,1349,20210615,0.99,1,0.99
223,40,36,1358,20210615,0.99,1,0.99
224,40,36,1367,20210615,0.99,1,0.99
225,40,36,1376,20210615,0.99,1,0.99
226,41,50,1390,20210623,0.99,1,0.99
227,42,51,1391,20210706,0.99,1,0.99
228,42,51,1392,20210706,0.99,1,0.99
229,43,53,1394,20210706,0.99,1,0.99
230,43,53,1396,20210706,0.99,1,0.99
231,44,55,1398,20210707,0.99,1,0.99
232,44,55,1400,20210707,0.99,1,0.99
233,44,55,1402,20210707,0.99,1,0.99
234,44,55,1404,20210707,0.99,1,0.99
235,45,59,1408,20210708,0.99,1,0.99
236,45,59,1412,20210708,0.99,1,0.99
237,45,59,1416,20210708,0.99,1,0.99
238,45,59,1420,20210708,0.99,1,0.99
239,45,59,1424,20210708,0.99,1,0.99
240,45,59,1428,20210708,0.99,1,0.99
241,46,6,1434,20210711,0.99,1,0.99
242,46,6,1440,20210711,0.99,1,0.99
243,46,6,1446,20210711,0.99,1,0.99
244,46,6,1452,20210711,0.99,1,0.99
245,46,6,1458,20210711,0.99,1,0.99
246,46,6,1464,20210711,0.99,1,0.99
247,46,6,1470,20210711,0.99,1,0.99
248,46,6,1476,20210711,0.99,1,0.99
249,46,6,1482,20210711,0.99,1,0.99
250,47,15,1491,20210716,0.99,1,0.99
251,47,15,1500,20210716,0.99,1,0.99
252,47,15,1509,20210716,0.99,1,0.99
253,47,15,1518,20210716,0.99,1,0.99
254,47,15,1527,20210716,0.99,1,0.99
255,47,15,1536,20210716,0.99,1,0.99
256,47,15,1545,20210716,0.99,1,0.99
257,47,15,1554,20210716,0.99,1,0.99
258,47,15,1563,20210716,0.99,1,0.99
259,47,15,1572,20210716,0.99,1,0.99
260,47,15,1581,20210716,0.99,1,0.99
261,47,15,1590,20210716,0.99,1,0.99
262,47,15,1599,20210716,0.99,1,0.99
263,47,15,1608,20210716,0.99,1,0.99
264,48,29,1622,20210724,0.99,1,0.99
265,49,30,1623,20210806,0.99,1,0.99
266,49,30,1624,20210806,0.99,1,0.99
267,50,32,1626,20210806,0.99,1,0.99
268,50,32,1628,20210806,0.99,1,0.99
269,51,34,1630,20210807,0.99,1,0.99
270,51,34,1632,20210807,0.99,1,0.99
271,51,34,1634,20210807,0.99,1,0.99
272,51,34,1636,20210807,0.99,1,0.99
273,52,38,1640,20210808,0.99,1,0.99
274,52,38,1644,20210808,0.99,1,0.99
275,52,38,1648,20210808,0.99,1,0.99
276,52,38,1652,20210808,0.99,1,0.99
277,52,38,1656,20210808,0.99,1,0.99
278,52,38,1660,20210808,0.99,1,0.99
279,53,44,1666,20210811,0.99,1,0.99
280,53,44,1672,20210811,0.99,1,0.99
281,53,44,1678,20210811,0.99,1,0.99
282,53,44,1684,20210811,0.99,1,0.99
283,53,44,1690,20210811,0.99,1,0.99
284,53,44,1696,20210811,0.99,1,0.99
285,53,44,1702,20210811,0.99,1,0.99
286,53,44,1708,20210811,0.99,1,0.99
287,53,44,1714,20210811,0.99,1,0.99
288,54,53,1723,20210816,0.99,1,0.99
289,54,53,1732,20210816,0.99,1,0.99
290,54,53,1741,20210816,0.99,1,0.99
291,54,53,1750,20210816,0.99,1,0.99
292,54,53,1759,20210816,0.99,1,0.99
293,54,53,1768,20210816,0.99,1,0.99
294,54,53,1777,20210816,0.99,1,0.99
295,54,53,1786,20210816,0.99,1,0.99
296,54,53,1795,20210816,0.99,1,0.99
297,54,53,1804,20210816,0.99,1,0.99
298,54,53,1813,20210816,0.99,1,0.99
299,54,53,1822,20210816,0.99,1,0.99
300,54,53,1831,20210816,0.99,1,0.99
301,54,53,1840,20210816,0.99,1,0.99
302,55,8,1854,20210824,0.99,1,0.99
303,56,9,1855,20210906,0.99,1,0.99
304,56,9,1856,20210906,0.99,1,0.99
305,57,11,1858,20210906,0.99,1,0.99
306,57,11,1860,20210906,0.99,1,0.99
307,58,13,1862,20210907,0.99,1,0.99
308,58,13,1864,20210907,0.99,1,0.99
309,58,13,1866,20210907,0.99,1,0.99
310,58,13,1868,20210907,0.99,1,0.99
311,59,17,1872,20210908,0.99,1,0.99
312,59,17,1876,20210908,0.99,1,0.99
313,59,17,1880,20210908,0.99,1,0.99
314,59,17,1884,20210908,0.99,1,0.99
315,59,17,1888,20210908,0.99,1,0.99
316,59,17,1892,20210908,0.99,1,0.99
317,60,23,1898,20210911,0.99,1,0.99
318,60,23,1904,20210911,0.99,1,0.99
319,60,23,1910,20210911,0.99,1,0.99
320,60,23,1916,20210911,0.99,1,0.99
321,60,23,1922,20210911,0.99,1,0.99
322,60,23,1928,20210911,0.99,1,0.99
323,60,23,1934,20210911,0.99,1,0.99
324,60,23,1940,20210911,0.99,1,0.99
325,60,23,1946,20210911,0.99,1,0.99
326,61,32,1955,20210916,0.99,1,0.99
327,61,32,1964,20210916,0.99,1,0.99
328,61,32,1973,20210916,0.99,1,0.99
329,61,32,1982,20210916,0.99,1,0.99
330,61,32,1991,20210916,0.99,1,0.99
331,61,32,2000,20210916,0.99,1,0.99
332,61,32,2009,20210916,0.99,1,0.99
333,61,32,2018,20210916,0.99,1,0.99
334,61,32,2027,20210916,0.99,1,0.99
335,61,32,2036,20210916,0.99,1,0.99
336,61,32,2045,20210916,0.99,1,0.99
337,61,32,2054,20210916,0.99,1,0.99
338,61,32,2063,20210916,0.99,1,0.99
339,61,32,2072,20210916,0.99,1,0.99
340,62,46,2086,20210924,0.99,1,0.99
341,63,47,2087,20211007,0.99,1,0.99
342,63,47,2088,20211007,0.99,1,0.99
343,64,49,2090,20211007,0.99,1,0.99
344,64,49,2092,20211007,0.99,1,0.99
345,65,51,2094,20211008,0.99,1,0.99
346,65,51,2096,20211008,0.99,1,0.99
347,65,51,2098,20211008,0.99,1,0.99
348,65,51,2100,20211008,0.99,1,0.99
349,66,55,2104,20211009,0.99,1,0.99
350,66,55,2108,20211009,0.99,1,0.99
351,66,55,2112,20211009,0.99,1,0.99
352,66,55,2116,20211009,0.99,1,0.99
353,66,55,2120,20211009,0.99,1,0.99
354,66,55,2124,20211009,0.99,1,0.99
355,67,2,2130,20211012,0.99,1,0.99
356,67,2,2136,20211012,0.99,1,0.99
357,67,2,2142,20211012,0.99,1,0.99
358,67,2,2148,20211012,0.99,1,0.99
359,67,2,2154,20211012,0.99,1,0.99
360,67,2,2160,20211012,0.99,1,0.99
361,67,2,2166,20211012,0.99,1,0.99
362,67,2,2172,20211012,0.99,1,0.99
363,67,2,2178,20211012,0.99,1,0.99
364,68,11,2187,20211017,0.99,1,0.99
365,68,11,2196,20211017,0.99,1,0.99
366,68,11,2205,20211017,0.99,1,0.99
367,68,11,2214,20211017,0.99,1,0.99
368,68,11,2223,20211017,0.99,1,0.99
369,68,11,2232,20211017,0.99,1,0.99
370,68,11,2241,20211017,0.99,1,0.99
371,68,11,2250,20211017,0.99,1,0.99
372,68,11,2259,20211017,0.99,1,0.99
373,68,11,2268,20211017,0.99,1,0.99
374,68,11,2277,20211017,0.99,1,0.99
375,68,11,2286,20211017,0.99,1,0.99
376,68,11,2295,20211017,0.99,1,0.99
377,68,11,2304,20211017,0.99,1,0.99
378,69,25,2318,20211025,0.99,1,0.99
379,70,26,2319,20211107,0.99,1,0.99
380,70,26,2320,20211107,0.99,1,0.99
381,71,28,2322,20211107,0.99,1,0.99
382,71,28,2324,20211107,0.99,1,0.99
383,72,30,2326,20211108,0.99,1,0.99
384,72,30,2328,20211108,0.99,1,0.99
385,72,30,2330,20211108,0.99,1,0.99
386,72,30,2332,20211108,0.99,1,0.99
387,73,34,2336,20211109,0.99,1,0.99
388,73,34,2340,20211109,0.99,1,0.99
389,73,34,2344,20211109,0.99,1,0.99
390,73,34,2348,20211109,0.99,1,0.99
391,73,34,2352,20211109,0.99,1,0.99
392,73,34,2356,20211109,0.99,1,0.99
393,74,40,2362,20211112,0.99,1,0.99
394,74,40,2368,20211112,0.99,1,0.99
395,74,40,2374,20211112,0.99,1,0.99
396,74,40,2380,20211112,0.99,1,0.99
397,74,40,2386,20211112,0.99,1,0.99
398,74,40,2392,20211112,0.99,1,0.99
399,74,40,2398,20211112,0.99,1,0.99
400,74,40,2404,20211112,0.99,1,0.99
401,74,40,2410,20211112,0.99,1,0.99
402,75,49,2419,20211117,0.99,1,0.99
403,75,49,2428,20211117,0.99,1,0.99
404,75,49,2437,20211117,0.99,1,0.99
405,75,49,2446,20211117,0.99,1,0.99
406,75,49,2455,20211117,0.99,1,0.99
407,75,49,2464,20211117,0.99,1,0.99
408,75,49,2473,20211117,0.99,1,0.99
409,75,49,2482,20211117,0.99,1,0.99
410,75,49,2491,20211117,0.99,1,0.99
411,75,49,2500,20211117,0.99,1,0.99
412,75,49,2509,20211117,0.99,1,0.99
413,75,49,2518,20211117,0.99,1,0.99
414,75,49,2527,20211117,0.99,1,0.99
415,75,49,2536,20211117,0.99,1,0.99
416,76,4,2550,20211125,0.99,1,0.99
417,77,5,2551,20211208,0.99,1,0.99
418,77,5,2552,20211208,0.99,1,0.99
419,78,7,2554,20211208,0.99,1,0.99
420,78,7,2556,20211208,0.99,1,0.99
421,79,9,2558,20211209,0.99,1,0.99
422,79,9,2560,20211209,0.99,1,0.99
423,79,9,2562,20211209,0.99,1,0.99
424,79,9,2564,20211209,0.99,1,0.99
425,80,13,2568,20211210,0.99,1,0.99
426,80,13,2572,20211210,0.99,1,0.99
427,80,13,2576,20211210,0.99,1,0.99
428,80,13,2580,20211210,0.99,1,0.99
429,80,13,2584,20211210,0.99,1,0.99
430,80,13,2588,20211210,0.99,1,0.99
431,81,19,2594,20211213,0.99,1,0.99
432,81,19,2600,20211213,0.99,1,0.99
433,81,19,2606,20211213,0.99,1,0.99
434,81,19,2612,20211213,0.99,1,0.99
435,81,19,2618,20211213,0.99,1,0.99
436,81,19,2624,20211213,0.99,1,0.99
437,81,19,2630,20211213,0.99,1,0.99
438,81,19,2636,20211213,0.99,1,0.99
439,81,19,2642,20211213,0.99,1,0.99
440,82,28,2651,20211218,0.99,1,0.99
441,82,28,2660,20211218,0.99,1,0.99
442,82,28,2669,20211218,0.99,1,0.99
443,82,28,2678,20211218,0.99,1,0.99
444,82,28,2687,20211218,0.99,1,0.99
445,82,28,2696,20211218,0.99,1,0.99
446,82,28,2705,20211218,0.99,1,0.99
447,82,28,2714,20211218,0.99,1,0.99
448,82,28,2723,20211218,0.99,1,0.99
449,82,28,2732,20211218,0.99,1,0.99
450,82,28,2741,20211218,0.99,1,0.99
451,82,28,2750,20211218,0.99,1,0.99
452,82,28,2759,20211218,0.99,1,0.99
453,82,28,2768,20211218,0.99,1,0.99
454,83,42,2782,20211226,0.99,1,0.99
455,84,43,2783,20220108,0.99,1,0.99
456,84,43,2784,20220108,0.99,1,0.99
457,85,45,2786,20220108,0.99,1,0.99
458,85,45,2788,20220108,0.99,1,0.99
459,86,47,2790,20220109,0.99,1,0.99
460,86,47,2792,20220109,0.99,1,0.99
461,86,47,2794,20220109,0.99,1,0.99
462,86,47,2796,20220109,0.99,1,0.99
463,87,51,2800,20220110,0.99,1,0.99
464,87,51,2804,20220110,0.99,1,0.99
465,87,51,2808,20220110,0.99,1,0.99
466,87,51,2812,20220110,0.99,1,0.99
467,87,51,2816,20220110,0.99,1,0.99
468,87,51,2820,20220110,1.99,1,1.99
469,88,57,2826,20220113,1.99,1,1.99
470,88,57,2832,20220113,1.99,1,1.99
471,88,57,2838,20220113,1.99,1,1.99
472,88,57,2844,20220113,1.99,1,1.99
473,88,57,2850,20220113,1.99,1,1.99
474,88,57,2856,20220113,1.99,1,1.99
475,88,57,2862,20220113,1.99,1,1.99
476,88,57,2868,20220113,1.99,1,1.99
477,88,57,2874,20220113,1.99,1,1.99
478,89,7,2883,20220118,1.99,1,1.99
479,89,7,2892,20220118,1.99,1,1.99
480,89,7,2901,20220118,1.99,1,1.99
481,89,7,2910,20220118,1.99,1,1.99
482,89,7,2919,20220118,1.99,1,1.99
483,89,7,2928,20220118,0.99,1,0.99
484,89,7,2937,20220118,0.99,1,0.99
485,89,7,2946,20220118,0.99,1,0.99
486,89,7,2955,20220118,0.99,1,0.99
487,89,7,2964,20220118,0.99,1,0.99
488,89,7,2973,20220118,0.99,1,0.99
489,89,7,2982,20220118,0.99,1,0.99
490,89,7,2991,20220118,0.99,1,0.99
491,89,7,3000,20220118,0.99,1,0.99
492,90,21,3014,20220126,0.99,1,0.99
493,91,22,3015,20220208,0.99,1,0.99
494,91,22,3016,20220208,0.99,1,0.99
495,92,24,3018,20220208,0.99,1,0.99
496,92,24,3020,20220208,0.99,1,0.99
497,93,26,3022,20220209,0.99,1,0.99
498,93,26,3024,20220209,0.99,1,0.99
499,93,26,3026,20220209,0.99,1,0.99
500,93,26,3028,20220209,0.99,1,0.99
501,94,30,3032,20220210,0.99,1,0.99
502,94,30,3036,20220210,0.99,1,0.99
503,94,30,3040,20220210,0.99,1,0.99
504,94,30,3044,20220210,0.99,1,0.99
505,94,30,3048,20220210,0.99,1,0.99
506,94,30,3052,20220210,0.99,1,0.99
507,95,36,3058,20220213,0.99,1,0.99
508,95,36,3064,20220213,0.99,1,0.99
509,95,36,3070,20220213,0.99,1,0.99
510,95,36,3076,20220213,0.99,1,0.99
511,95,36,3082,20220213,0.99,1,0.99
512,95,36,3088,20220213,0.99,1,0.99
513,95,36,3094,20220213,0.99,1,0.99
514,95,36,3100,20220213,0.99,1,0.99
515,95,36,3106,20220213,0.99,1,0.99
516,96,45,3115,20220218,0.99,1,0.99
517,96,45,3124,20220218,0.99,1,0.99
518,96,45,3133,20220218,0.99,1,0.99
519,96,45,3142,20220218,0.99,1,0.99
520,96,45,3151,20220218,0.99,1,0.99
521,96,45,3160,20220218,0.99,1,0.99
522,96,45,3169,20220218,1.99,1,1.99
523,96,45,3178,20220218,1.99,1,1.99
524,96,45,3187,20220218,1.99,1,1.99
525,96,45,3196,20220218,1.99,1,1.99
526,96,45,3205,20220218,1.99,1,1.99
527,96,45,3214,20220218,1.99,1,1.99
528,96,45,3223,20220218,1.99,1,1.99
529,96,45,3232,20220218,1.99,1,1.99
530,97,59,3246,20220226,1.99,1,1.99
531,98,1,3247,20220311,1.99,1,1.99
532,98,1,3248,20220311,1.99,1,1.99
533,99,3,3250,20220311,1.99,1,1.99
534,99,3,3252,20220311,1.99,1,1.99
535,100,5,3254,20220312,0.99,1,0.99
536,100,5,3256,20220312,0.99,1,0.99
537,100,5,3258,20220312,0.99,1,0.99
538,100,5,3260,20220312,0.99,1,0.99
539,101,9,3264,20220313,0.99,1,0.99
540,101,9,3268,20220313,0.99,1,0.99
541,101,9,3272,20220313,0.99,1,0.99
542,101,9,3276,20220313,0.99,1,0.99
543,101,9,3280,20220313,0.99,1,0.99
544,101,9,3284,20220313,0.99,1,0.99
545,102,15,3290,20220316,0.99,1,0.99
546,102,15,3296,20220316,0.99,1,0.99
547,102,15,3302,20220316,0.99,1,0.99
548,102,15,3308,20220316,0.99,1,0.99
549,102,15,3314,20220316,0.99,1,0.99
550,102,15,3320,20220316,0.99,1,0.99
551,102,15,3326,20220316,0.99,1,0.99
552,102,15,3332,20220316,0.99,1,0.99
553,102,15,3338,20220316,1.99,1,1.99
554,103,24,3347,20220321,1.99,1,1.99
555,103,24,3356,20220321,0.99,1,0.99
556,103,24,3365,20220321,0.99,1,0.99
557,103,24,3374,20220321,0.99,1,0.99
558,103,24,3383,20220321,0.99,1,0.99
559,103,24,3392,20220321,0.99,1,0.99
560,103,24,3401,20220321,0.99,1,0.99
561,103,24,3410,20220321,0.99,1,0.99
562,103,24,3419,20220321,0.99,1,0.99
563,103,24,3428,20220321,1.99,1,1.99
564,103,24,3437,20220321,0.99,1,0.99
565,103,24,3446,20220321,0.99,1,0.99
566,103,24,3455,20220321,0.99,1,0.99
567,103,24,3464,20220321,0.99,1,0.99
568,104,38,3478,20220329,0.99,1,0.99
569,105,39,3479,20220411,0.99,1,0.99
570,105,39,3480,20220411,0.99,1,0.99
571,106,41,3482,20220411,0.99,1,0.99
572,106,41,3484,20220411,0.99,1,0.99
573,107,43,3486,20220412,0.99,1,0.99
574,107,43,3488,20220412,0.99,1,0.99
575,107,43,3490,20220412,0.99,1,0.99
576,107,43,3492,20220412,0.99,1,0.99
577,108,47,3496,20220413,0.99,1,0.99
578,108,47,3500,20220413,0.99,1,0.99
579,108,47,1,20220413,0.99,1,0.99
580,108,47,5,20220413,0.99,1,0.99
581,108,47,9,20220413,0.99,1,0.99
582,108,47,13,20220413,0.99,1,0.99
583,109,53,19,20220416,0.99,1,0.99
584,109,53,25,20220416,0.99,1,0.99
585,109,53,31,20220416,0.99,1,0.99
586,109,53,37,20220416,0.99,1,0.99
587,109,53,43,20220416,0.99,1,0.99
588,109,53,49,20220416,0.99,1,0.99
589,109,53,55,20220416,0.99,1,0.99
590,109,53,61,20220416,0.99,1,0.99
591,109,53,67,20220416,0.99,1,0.99
592,110,3,76,20220421,0.99,1,0.99
593,110,3,85,20220421,0.99,1,0.99
594,110,3,94,20220421,0.99,1,0.99
595,110,3,103,20220421,0.99,1,0.99
596,110,3,112,20220421,0.99,1,0.99
597,110,3,121,20220421,0.99,1,0.99
598,110,3,130,20220421,0.99,1,0.99
599,110,3,139,20220421,0.99,1,0.99
600,110,3,148,20220421,0.99,1,0.99
601,110,3,157,20220421,0.99,1,0.99
602,110,3,166,20220421,0.99,1,0.99
603,110,3,175,20220421,0.99,1,0.99
604,110,3,184,20220421,0.99,1,0.99
605,110,3,193,20220421,0.99,1,0.99
606,111,17,207,20220429,0.99,1,0.99
607,112,18,208,20220512,0.99,1,0.99
608,112,18,209,20220512,0.99,1,0.99
609,113,20,211,20220512,0.99,1,0.99
610,113,20,213,20220512,0.99,1,0.99
